type,metric,method,score
mixing_at_edge_50,pos_rate,STACAS,0.975949213
mixing_at_edge_70,pos_rate,scANVI,0.972164571
mixing_at_edge_70,pos_rate,scGEN,0.977963619
mixing_at_edge_70,pos_rate,STACAS,0.976010255
randomly_missing_30,pos_rate,scANVI,0.980893664
randomly_missing_30,pos_rate,scGEN,0.986753754
randomly_missing_30,pos_rate,STACAS,0.976254426
randomly_missing_50,pos_rate,scANVI,0.977841533
randomly_missing_50,pos_rate,scGEN,0.985777072
randomly_missing_50,pos_rate,STACAS,0.975827127
randomly_missing_70,pos_rate,scANVI,0.980527408
randomly_missing_70,pos_rate,scGEN,0.981809303
randomly_missing_70,pos_rate,STACAS,0.97613234
unsupervised,pos_rate,scVI,0.964900501
unsupervised,pos_rate,Harmony,0.969722867
unsupervised,pos_rate,scCRAFT,0.966548651
unsupervised,pos_rate,Seurat,0.969295568
full_annotated_supervised,lisi_c,scANVI,0.997117666
full_annotated_supervised,lisi_c,scGEN,0.998928975
full_annotated_supervised,lisi_c,STACAS,0.997015879
CellAssign,lisi_c,scANVI,0.992363462
CellAssign,lisi_c,scGEN,0.993780525
CellAssign,lisi_c,STACAS,0.997071407
Azimuth,lisi_c,scANVI,0.995323292
Azimuth,lisi_c,scGEN,0.99678582
Azimuth,lisi_c,STACAS,0.996854878
partially_annotated_batches_70,lisi_c,scANVI,0.995804219
partially_annotated_batches_70,lisi_c,scGEN,0.995666177
partially_annotated_batches_70,lisi_c,STACAS,0.996744118
partially_annotated_batches_50,lisi_c,scANVI,0.995800148
partially_annotated_batches_50,lisi_c,scGEN,0.996546835
partially_annotated_batches_50,lisi_c,STACAS,0.9971372
partially_annotated_batches_30,lisi_c,scANVI,0.996130713
partially_annotated_batches_30,lisi_c,scGEN,0.997113871
partially_annotated_batches_30,lisi_c,STACAS,0.997056378
mixing_at_edge_30,lisi_c,scANVI,0.99592074
mixing_at_edge_30,lisi_c,scGEN,0.996662607
mixing_at_edge_30,lisi_c,STACAS,0.997102302
mixing_at_edge_50,lisi_c,scANVI,0.996035199
mixing_at_edge_50,lisi_c,scGEN,0.997059224
mixing_at_edge_50,lisi_c,STACAS,0.997129818
mixing_at_edge_70,lisi_c,scANVI,0.996356524
mixing_at_edge_70,lisi_c,scGEN,0.99739181
mixing_at_edge_70,lisi_c,STACAS,0.997186103
randomly_missing_30,lisi_c,scANVI,0.996452916
randomly_missing_30,lisi_c,scGEN,0.997479474
randomly_missing_30,lisi_c,STACAS,0.997050843
randomly_missing_50,lisi_c,scANVI,0.996161609
randomly_missing_50,lisi_c,scGEN,0.996873104
randomly_missing_50,lisi_c,STACAS,0.997016156
randomly_missing_70,lisi_c,scANVI,0.996789837
randomly_missing_70,lisi_c,scGEN,0.996156287
randomly_missing_70,lisi_c,STACAS,0.997058666
unsupervised,lisi_c,scVI,0.992555943
unsupervised,lisi_c,Harmony,0.996136684
unsupervised,lisi_c,scCRAFT,0.995127202
unsupervised,lisi_c,Seurat,0.995446138
full_annotated_supervised,lisi_f1,scANVI,0.437142576
full_annotated_supervised,lisi_f1,scGEN,0.425179552
full_annotated_supervised,lisi_f1,STACAS,0.414976797
CellAssign,lisi_f1,scANVI,0.412200657
CellAssign,lisi_f1,scGEN,0.204598397
CellAssign,lisi_f1,STACAS,0.369600907
Azimuth,lisi_f1,scANVI,0.437119643
Azimuth,lisi_f1,scGEN,0.431575296
Azimuth,lisi_f1,STACAS,0.387952577
partially_annotated_batches_70,lisi_f1,scANVI,0.423132744
partially_annotated_batches_70,lisi_f1,scGEN,0.166884421
partially_annotated_batches_70,lisi_f1,STACAS,0.387755541
partially_annotated_batches_50,lisi_f1,scANVI,0.425907441
partially_annotated_batches_50,lisi_f1,scGEN,0.150015103
partially_annotated_batches_50,lisi_f1,STACAS,0.351366298
partially_annotated_batches_30,lisi_f1,scANVI,0.435160178
partially_annotated_batches_30,lisi_f1,scGEN,0.240855535
partially_annotated_batches_30,lisi_f1,STACAS,0.364847035
mixing_at_edge_30,lisi_f1,scANVI,0.434487052
mixing_at_edge_30,lisi_f1,scGEN,0.435079229
mixing_at_edge_30,lisi_f1,STACAS,0.379214503
mixing_at_edge_50,lisi_f1,scANVI,0.445545971
mixing_at_edge_50,lisi_f1,scGEN,0.436895613
mixing_at_edge_50,lisi_f1,STACAS,0.378774409
mixing_at_edge_70,lisi_f1,scANVI,0.439397025
mixing_at_edge_70,lisi_f1,scGEN,0.427399089
mixing_at_edge_70,lisi_f1,STACAS,0.37846839
randomly_missing_30,lisi_f1,scANVI,0.438625189
randomly_missing_30,lisi_f1,scGEN,0.407624635
randomly_missing_30,lisi_f1,STACAS,0.379512658
randomly_missing_50,lisi_f1,scANVI,0.441843974
randomly_missing_50,lisi_f1,scGEN,0.36750311
randomly_missing_50,lisi_f1,STACAS,0.373679088
randomly_missing_70,lisi_f1,scANVI,0.435794192
randomly_missing_70,lisi_f1,scGEN,0.324099436
randomly_missing_70,lisi_f1,STACAS,0.367994703
unsupervised,lisi_f1,scVI,0.440058141
unsupervised,lisi_f1,Harmony,0.379317521
unsupervised,lisi_f1,scCRAFT,0.610746425
unsupervised,lisi_f1,Seurat,0.39942984
full_annotated_supervised,lisi_c,scDREAMER,0.997983014
full_annotated_supervised,lisi_c,ItClust,0.999262044
CellAssign,lisi_c,scDREAMER,0.98856055
CellAssign,lisi_c,ItClust,0.871535961
singleR,lisi_c,scDREAMER,0.98254725
singleR,lisi_c,ItClust,0.885520269
Azimuth,lisi_c,scDREAMER,0.995393
Azimuth,lisi_c,ItClust,0.995813975
partially_annotated_batches_70,lisi_c,scDREAMER,0.990556264
partially_annotated_batches_70,lisi_c,ItClust,0.978301535
partially_annotated_batches_50,lisi_c,scDREAMER,0.991809816
partially_annotated_batches_50,lisi_c,ItClust,0.982951253
partially_annotated_batches_30,lisi_c,scDREAMER,0.993550299
partially_annotated_batches_30,lisi_c,ItClust,0.948158088
mixing_at_edge_30,lisi_c,scDREAMER,0.995432937
mixing_at_edge_30,lisi_c,ItClust,0.996600783
mixing_at_edge_50,lisi_c,scDREAMER,0.995967
mixing_at_edge_50,lisi_c,ItClust,0.997215295
mixing_at_edge_70,lisi_c,scDREAMER,0.996345783
mixing_at_edge_70,lisi_c,ItClust,0.997749584
randomly_missing_30,lisi_c,scDREAMER,0.99582904
randomly_missing_30,lisi_c,ItClust,0.993997247
randomly_missing_50,lisi_c,scDREAMER,0.995442055
randomly_missing_50,lisi_c,ItClust,0.989017151
randomly_missing_70,lisi_c,scDREAMER,0.994287121
randomly_missing_70,lisi_c,ItClust,0.982765393
full_annotated_supervised,lisi_b,scDREAMER,0.414894043
full_annotated_supervised,lisi_b,ItClust,0.327749038
CellAssign,lisi_b,scDREAMER,0.398762053
CellAssign,lisi_b,ItClust,0.236829338
singleR,lisi_b,scDREAMER,0.370971626
singleR,lisi_b,ItClust,0.322170816
Azimuth,lisi_b,scDREAMER,0.406
Azimuth,lisi_b,ItClust,0.320450714
partially_annotated_batches_70,lisi_b,scDREAMER,0.28546849
partially_annotated_batches_70,lisi_b,ItClust,0.142166712
partially_annotated_batches_50,lisi_b,scDREAMER,0.220304751
partially_annotated_batches_50,lisi_b,ItClust,0.164128627
partially_annotated_batches_30,lisi_b,scDREAMER,0.221784877
partially_annotated_batches_30,lisi_b,ItClust,0.170369817
mixing_at_edge_30,lisi_b,scDREAMER,0.413875671
mixing_at_edge_30,lisi_b,ItClust,0.325542362
mixing_at_edge_50,lisi_b,scDREAMER,0.408873
mixing_at_edge_50,lisi_b,ItClust,0.323826377
mixing_at_edge_70,lisi_b,scDREAMER,0.412107384
mixing_at_edge_70,lisi_b,ItClust,0.329536603
randomly_missing_30,lisi_b,scDREAMER,0.422015647
randomly_missing_30,lisi_b,ItClust,0.351763444
randomly_missing_50,lisi_b,scDREAMER,0.410772
randomly_missing_50,lisi_b,ItClust,0.364462933
randomly_missing_70,lisi_b,scDREAMER,0.413402566
randomly_missing_70,lisi_b,ItClust,0.369987962
full_annotated_supervised,lisi_f1,scDREAMER,0.586119232
full_annotated_supervised,lisi_f1,ItClust,0.493601264
CellAssign,lisi_f1,scDREAMER,0.568289501
CellAssign,lisi_f1,ItClust,0.372449922
singleR,lisi_f1,scDREAMER,0.538591899
singleR,lisi_f1,ItClust,0.472453248
Azimuth,lisi_f1,scDREAMER,0.576754
Azimuth,lisi_f1,ItClust,0.484871017
partially_annotated_batches_70,lisi_f1,scDREAMER,0.443208645
partially_annotated_batches_70,lisi_f1,ItClust,0.248256768
partially_annotated_batches_50,lisi_f1,scDREAMER,0.36052766
partially_annotated_batches_50,lisi_f1,ItClust,0.281288936
partially_annotated_batches_30,lisi_f1,scDREAMER,0.362623308
partially_annotated_batches_30,lisi_f1,ItClust,0.2888395
mixing_at_edge_30,lisi_f1,scDREAMER,0.584663249
mixing_at_edge_30,lisi_f1,ItClust,0.490772537
mixing_at_edge_50,lisi_f1,scDREAMER,0.579744
mixing_at_edge_50,lisi_f1,ItClust,0.488893913
mixing_at_edge_70,lisi_f1,scDREAMER,0.583053046
mixing_at_edge_70,lisi_f1,ItClust,0.49543951
randomly_missing_30,lisi_f1,scDREAMER,0.592808846
randomly_missing_30,lisi_f1,ItClust,0.519634579
randomly_missing_50,lisi_f1,scDREAMER,0.581561139
randomly_missing_50,lisi_f1,ItClust,0.532641885
randomly_missing_70,lisi_f1,scDREAMER,0.583993548
randomly_missing_70,lisi_f1,ItClust,0.537587083
full_annotated_supervised,pos_rate,scDREAMER,0.995177634
full_annotated_supervised,pos_rate,ItClust,0.992369674
CellAssign,pos_rate,scDREAMER,0.940361372
CellAssign,pos_rate,ItClust,0.292699304
Azimuth,pos_rate,scDREAMER,0.970272
Azimuth,pos_rate,ItClust,0.967036992
singleR,pos_rate,scDREAMER,0.918935417
singleR,pos_rate,ItClust,0.305090953
partially_annotated_batches_70,pos_rate,scDREAMER,0.949395678
partially_annotated_batches_70,pos_rate,ItClust,0.878708338
partially_annotated_batches_50,pos_rate,scDREAMER,0.959650836
partially_annotated_batches_50,pos_rate,ItClust,0.898608229
partially_annotated_batches_30,pos_rate,scDREAMER,0.972042486
partially_annotated_batches_30,pos_rate,ItClust,0.744658772
mixing_at_edge_30,pos_rate,scDREAMER,0.969905994
mixing_at_edge_30,pos_rate,ItClust,0.970150165
mixing_at_edge_50,pos_rate,scDREAMER,0.97308021
mixing_at_edge_50,pos_rate,ItClust,0.973690636
mixing_at_edge_70,pos_rate,scDREAMER,0.978146746
mixing_at_edge_70,pos_rate,ItClust,0.9789403
randomly_missing_30,pos_rate,scDREAMER,0.981443047
randomly_missing_30,pos_rate,ItClust,0.959467708
randomly_missing_50,pos_rate,scDREAMER,0.974545233
randomly_missing_50,pos_rate,ItClust,0.930106214
randomly_missing_70,pos_rate,scDREAMER,0.965388841
randomly_missing_70,pos_rate,ItClust,0.913014284
full_annotated_supervised,truepos_rate,scDREAMER,0.665913808
full_annotated_supervised,truepos_rate,ItClust,0.224331583
CellAssign,truepos_rate,scDREAMER,0.568672934
CellAssign,truepos_rate,ItClust,0.04938347
Azimuth,truepos_rate,scDREAMER,0.622635
Azimuth,truepos_rate,ItClust,0.228116225
singleR,truepos_rate,scDREAMER,0.285984617
singleR,truepos_rate,ItClust,0.083201074
partially_annotated_batches_70,truepos_rate,scDREAMER,0.142839702
partially_annotated_batches_70,truepos_rate,ItClust,0.010377243
partially_annotated_batches_50,truepos_rate,scDREAMER,0.025943108
partially_annotated_batches_50,truepos_rate,ItClust,0.019472592
partially_annotated_batches_30,truepos_rate,scDREAMER,0.011048712
partially_annotated_batches_30,truepos_rate,ItClust,0.003906727
mixing_at_edge_30,truepos_rate,scDREAMER,0.645281406
mixing_at_edge_30,truepos_rate,ItClust,0.202112074
mixing_at_edge_50,truepos_rate,scDREAMER,0.618117446
mixing_at_edge_50,truepos_rate,ItClust,0.190513979
mixing_at_edge_70,truepos_rate,scDREAMER,0.644304725
mixing_at_edge_70,truepos_rate,ItClust,0.242827494
randomly_missing_30,truepos_rate,scDREAMER,0.683005738
randomly_missing_30,truepos_rate,ItClust,0.268770602
randomly_missing_50,truepos_rate,scDREAMER,0.631974118
randomly_missing_50,truepos_rate,ItClust,0.265901599
randomly_missing_70,truepos_rate,scDREAMER,0.586802588
randomly_missing_70,truepos_rate,ItClust,0.311134172
full_annotated_supervised,NMI_cluster/label,scDREAMER,0.972932819
full_annotated_supervised,ARI_cluster/label,scDREAMER,0.9894366
full_annotated_supervised,ASW_label,scDREAMER,0.644190603
full_annotated_supervised,ASW_label/batch,scDREAMER,0.854381423
full_annotated_supervised,isolated_label_F1,scDREAMER,0.134615385
full_annotated_supervised,isolated_label_silhouette,scDREAMER,0.694289892
full_annotated_supervised,graph_conn,scDREAMER,0.999444593
full_annotated_supervised,NMI_cluster/label,ItClust,0.970592126
full_annotated_supervised,ARI_cluster/label,ItClust,0.985324653
full_annotated_supervised,ASW_label,ItClust,0.968125274
full_annotated_supervised,ASW_label/batch,ItClust,0.784868146
full_annotated_supervised,isolated_label_F1,ItClust,0.097222222
full_annotated_supervised,isolated_label_silhouette,ItClust,0.631946806
full_annotated_supervised,graph_conn,ItClust,0.997219025
CellAssign,NMI_cluster/label,scDREAMER,0.801143736
CellAssign,ARI_cluster/label,scDREAMER,0.850342698
CellAssign,ASW_label,scDREAMER,0.580423435
CellAssign,ASW_label/batch,scDREAMER,0.858973684
CellAssign,isolated_label_F1,scDREAMER,0.088607595
CellAssign,isolated_label_silhouette,scDREAMER,0.611354664
CellAssign,graph_conn,scDREAMER,0.952315259
CellAssign,NMI_cluster/label,ItClust,0.179473268
CellAssign,ARI_cluster/label,ItClust,0.036055641
CellAssign,ASW_label,ItClust,0.301336368
CellAssign,ASW_label/batch,ItClust,0.421973558
CellAssign,isolated_label_F1,ItClust,0.7
CellAssign,isolated_label_silhouette,ItClust,0.923512632
CellAssign,graph_conn,ItClust,0.69182369
singleR,NMI_cluster/label,scDREAMER,0.655245477
singleR,ARI_cluster/label,scDREAMER,0.529016575
singleR,ASW_label,scDREAMER,0.560738527
singleR,ASW_label/batch,scDREAMER,0.85356391
singleR,isolated_label_F1,scDREAMER,0.090909091
singleR,isolated_label_silhouette,scDREAMER,0.568175483
singleR,graph_conn,scDREAMER,0.908653757
singleR,NMI_cluster/label,ItClust,0.245646162
singleR,ARI_cluster/label,ItClust,0.123098491
singleR,ASW_label,ItClust,0.389943681
singleR,ASW_label/batch,ItClust,0.479234275
singleR,isolated_label_F1,ItClust,0.088888889
singleR,isolated_label_silhouette,ItClust,0.659013432
singleR,graph_conn,ItClust,0.558387051
partially_annotated_batches_70,NMI_cluster/label,scDREAMER,0.781628935
partially_annotated_batches_70,ARI_cluster/label,scDREAMER,0.717943162
partially_annotated_batches_70,ASW_label,scDREAMER,0.581930844
partially_annotated_batches_70,ASW_label/batch,scDREAMER,0.862126427
partially_annotated_batches_70,isolated_label_F1,scDREAMER,0.086330935
partially_annotated_batches_70,isolated_label_silhouette,scDREAMER,0.558252619
partially_annotated_batches_70,graph_conn,scDREAMER,0.902194143
partially_annotated_batches_70,NMI_cluster/label,ItClust,0.542123405
partially_annotated_batches_70,ARI_cluster/label,ItClust,0.326832032
partially_annotated_batches_70,ASW_label,ItClust,0.17043989
partially_annotated_batches_70,ASW_label/batch,ItClust,0.618188713
partially_annotated_batches_70,isolated_label_F1,ItClust,0.028985507
partially_annotated_batches_70,isolated_label_silhouette,ItClust,0.959056939
partially_annotated_batches_70,graph_conn,ItClust,0.71020724
partially_annotated_batches_50,NMI_cluster/label,scDREAMER,0.770708086
partially_annotated_batches_50,ARI_cluster/label,scDREAMER,0.597074387
partially_annotated_batches_50,ASW_label,scDREAMER,0.569004743
partially_annotated_batches_50,ASW_label/batch,scDREAMER,0.87200859
partially_annotated_batches_50,isolated_label_F1,scDREAMER,0.095238095
partially_annotated_batches_50,isolated_label_silhouette,scDREAMER,0.542457454
partially_annotated_batches_50,graph_conn,scDREAMER,0.90208038
partially_annotated_batches_50,NMI_cluster/label,ItClust,0.532765696
partially_annotated_batches_50,ARI_cluster/label,ItClust,0.300299533
partially_annotated_batches_50,ASW_label,ItClust,0.18636673
partially_annotated_batches_50,ASW_label/batch,ItClust,0.640687868
partially_annotated_batches_50,isolated_label_F1,ItClust,0.012269939
partially_annotated_batches_50,isolated_label_silhouette,ItClust,0.955165923
partially_annotated_batches_50,graph_conn,ItClust,0.684559743
partially_annotated_batches_30,NMI_cluster/label,scDREAMER,0.783693188
partially_annotated_batches_30,ARI_cluster/label,scDREAMER,0.628033601
partially_annotated_batches_30,ASW_label,scDREAMER,0.583000581
partially_annotated_batches_30,ASW_label/batch,scDREAMER,0.880621677
partially_annotated_batches_30,isolated_label_F1,scDREAMER,0.103703704
partially_annotated_batches_30,isolated_label_silhouette,scDREAMER,0.613774732
partially_annotated_batches_30,graph_conn,scDREAMER,0.957657289
partially_annotated_batches_30,NMI_cluster/label,ItClust,0.547900079
partially_annotated_batches_30,ARI_cluster/label,ItClust,0.343699398
partially_annotated_batches_30,ASW_label,ItClust,0.580600956
partially_annotated_batches_30,ASW_label/batch,ItClust,0.718471735
partially_annotated_batches_30,isolated_label_F1,ItClust,0.107142857
partially_annotated_batches_30,isolated_label_silhouette,ItClust,0.483744475
partially_annotated_batches_30,graph_conn,ItClust,0.620191735
Azimuth,NMI_cluster/label,scDREAMER,0.914367934
Azimuth,ARI_cluster/label,scDREAMER,0.945235
Azimuth,ASW_label,scDREAMER,0.654121
Azimuth,ASW_label/batch,scDREAMER,0.852193
Azimuth,isolated_label_F1,scDREAMER,0.103704
Azimuth,isolated_label_silhouette,scDREAMER,0.530034
Azimuth,graph_conn,scDREAMER,0.967118
Azimuth,NMI_cluster/label,ItClust,0.914182612
Azimuth,ARI_cluster/label,ItClust,0.947363971
Azimuth,ASW_label,ItClust,0.93238811
Azimuth,ASW_label/batch,ItClust,0.641748227
Azimuth,isolated_label_F1,ItClust,0.104477612
Azimuth,isolated_label_silhouette,ItClust,0.667836098
Azimuth,graph_conn,ItClust,0.913916476
mixing_at_edge_30,NMI_cluster/label,scDREAMER,0.918311219
mixing_at_edge_30,ARI_cluster/label,scDREAMER,0.954270056
mixing_at_edge_30,ASW_label,scDREAMER,0.646466972
mixing_at_edge_30,ASW_label/batch,scDREAMER,0.85953806
mixing_at_edge_30,isolated_label_F1,scDREAMER,0.088888889
mixing_at_edge_30,isolated_label_silhouette,scDREAMER,0.579817658
mixing_at_edge_30,graph_conn,scDREAMER,0.934461726
mixing_at_edge_30,NMI_cluster/label,ItClust,0.92215641
mixing_at_edge_30,ARI_cluster/label,ItClust,0.957577698
mixing_at_edge_30,ASW_label,ItClust,0.940438448
mixing_at_edge_30,ASW_label/batch,ItClust,0.567239604
mixing_at_edge_30,isolated_label_F1,ItClust,0.104166667
mixing_at_edge_30,isolated_label_silhouette,ItClust,0.422430676
mixing_at_edge_30,graph_conn,ItClust,0.88169486
mixing_at_edge_50,NMI_cluster/label,scDREAMER,0.92624471
mixing_at_edge_50,ARI_cluster/label,scDREAMER,0.95844578
mixing_at_edge_50,ASW_label,scDREAMER,0.65089256
mixing_at_edge_50,ASW_label/batch,scDREAMER,0.86394678
mixing_at_edge_50,isolated_label_F1,scDREAMER,0.11320755
mixing_at_edge_50,isolated_label_silhouette,scDREAMER,0.51024261
mixing_at_edge_50,graph_conn,scDREAMER,0.94156389
mixing_at_edge_50,NMI_cluster/label,ItClust,0.925854502
mixing_at_edge_50,ARI_cluster/label,ItClust,0.959936661
mixing_at_edge_50,ASW_label,ItClust,0.943874389
mixing_at_edge_50,ASW_label/batch,ItClust,0.591817191
mixing_at_edge_50,isolated_label_F1,ItClust,0.127659574
mixing_at_edge_50,isolated_label_silhouette,ItClust,0.204973019
mixing_at_edge_50,graph_conn,ItClust,0.916208565
mixing_at_edge_70,NMI_cluster/label,scDREAMER,0.936762536
mixing_at_edge_70,ARI_cluster/label,scDREAMER,0.964482084
mixing_at_edge_70,ASW_label,scDREAMER,0.646681453
mixing_at_edge_70,ASW_label/batch,scDREAMER,0.854375032
mixing_at_edge_70,isolated_label_F1,scDREAMER,0.089552239
mixing_at_edge_70,isolated_label_silhouette,scDREAMER,0.563319432
mixing_at_edge_70,graph_conn,scDREAMER,0.929990699
mixing_at_edge_70,NMI_cluster/label,ItClust,0.940708744
mixing_at_edge_70,ARI_cluster/label,ItClust,0.96743712
mixing_at_edge_70,ASW_label,ItClust,0.950525899
mixing_at_edge_70,ASW_label/batch,ItClust,0.649976839
mixing_at_edge_70,isolated_label_F1,ItClust,0.140350877
mixing_at_edge_70,isolated_label_silhouette,ItClust,0.301908111
mixing_at_edge_70,graph_conn,ItClust,0.90823416
randomly_missing_30,NMI_cluster/label,scDREAMER,0.810902821
randomly_missing_30,ARI_cluster/label,scDREAMER,0.66794517
randomly_missing_30,ASW_label,scDREAMER,0.636166565
randomly_missing_30,ASW_label/batch,scDREAMER,0.844459762
randomly_missing_30,isolated_label_F1,scDREAMER,0.13592233
randomly_missing_30,isolated_label_silhouette,scDREAMER,0.601253309
randomly_missing_30,graph_conn,scDREAMER,0.950429902
randomly_missing_30,NMI_cluster/label,ItClust,0.732501176
randomly_missing_30,ARI_cluster/label,ItClust,0.630460196
randomly_missing_30,ASW_label,ItClust,0.745466616
randomly_missing_30,ASW_label/batch,ItClust,0.512917453
randomly_missing_30,isolated_label_F1,ItClust,0.085106383
randomly_missing_30,isolated_label_silhouette,ItClust,0.253736034
randomly_missing_30,graph_conn,ItClust,0.808884267
randomly_missing_50,NMI_cluster/label,scDREAMER,0.914659975
randomly_missing_50,ARI_cluster/label,scDREAMER,0.950773262
randomly_missing_50,ASW_label,scDREAMER,0.642143892
randomly_missing_50,ASW_label/batch,scDREAMER,0.8522695
randomly_missing_50,isolated_label_F1,scDREAMER,0.105263158
randomly_missing_50,isolated_label_silhouette,scDREAMER,0.593109992
randomly_missing_50,graph_conn,scDREAMER,0.963477941
randomly_missing_50,NMI_cluster/label,ItClust,0.640584245
randomly_missing_50,ARI_cluster/label,ItClust,0.40871497
randomly_missing_50,ASW_label,ItClust,0.603455601
randomly_missing_50,ASW_label/batch,ItClust,0.536856215
randomly_missing_50,isolated_label_F1,ItClust,0.105263158
randomly_missing_50,isolated_label_silhouette,ItClust,0.318277215
randomly_missing_50,graph_conn,ItClust,0.510983411
randomly_missing_70,NMI_cluster/label,scDREAMER,0.904163617
randomly_missing_70,ARI_cluster/label,scDREAMER,0.942439228
randomly_missing_70,ASW_label,scDREAMER,0.65198854
randomly_missing_70,ASW_label/batch,scDREAMER,0.859559142
randomly_missing_70,isolated_label_F1,scDREAMER,0.259259259
randomly_missing_70,isolated_label_silhouette,scDREAMER,0.606250783
randomly_missing_70,graph_conn,scDREAMER,0.963220618
randomly_missing_70,NMI_cluster/label,ItClust,0.618356175
randomly_missing_70,ARI_cluster/label,ItClust,0.397784907
randomly_missing_70,ASW_label,ItClust,0.518668901
randomly_missing_70,ASW_label/batch,ItClust,0.513973665
randomly_missing_70,isolated_label_F1,ItClust,0.119402985
randomly_missing_70,isolated_label_silhouette,ItClust,0.380689933
randomly_missing_70,graph_conn,ItClust,0.652410201
full_annotated_supervised,kBET,scDREAMER,0.771715284
full_annotated_supervised,kBET,ItClust,0.66129029
CellAssign,kBET,scDREAMER,0.584016883
CellAssign,kBET,ItClust,0.216005663
Azimuth,kBET,scDREAMER,0.621005255
Azimuth,kBET,ItClust,0.482678169
singleR,kBET,scDREAMER,0.582910033
singleR,kBET,ItClust,0.299512568
partially_annotated_batches_70,kBET,scDREAMER,0.352605085
partially_annotated_batches_70,kBET,ItClust,0.219346404
partially_annotated_batches_50,kBET,scDREAMER,0.266326159
partially_annotated_batches_50,kBET,ItClust,0.218938846
partially_annotated_batches_30,kBET,scDREAMER,0.259638305
partially_annotated_batches_30,kBET,ItClust,0.20467767
mixing_at_edge_30,kBET,scDREAMER,0.623246004
mixing_at_edge_30,kBET,ItClust,0.471398351
mixing_at_edge_50,kBET,scDREAMER,0.699729881
mixing_at_edge_50,kBET,ItClust,0.478569818
mixing_at_edge_70,kBET,scDREAMER,0.700689071
mixing_at_edge_70,kBET,ItClust,0.482726184
randomly_missing_30,kBET,scDREAMER,0.727055487
randomly_missing_30,kBET,ItClust,0.453664896
randomly_missing_50,kBET,scDREAMER,0.617922334
randomly_missing_50,kBET,ItClust,0.374251911
randomly_missing_70,kBET,scDREAMER,0.693737831
randomly_missing_70,kBET,ItClust,0.460278184
singleR,kBET,scANVI,0.543608
singleR,kBET,scGEN,0.278147
singleR,kBET,STACAS,0.474779
singleR,lisi_c,scANVI,0.991941
