type,method,metric,score
full_annotated_supervised,ItClust,kBET,0.209828
full_annotated_supervised,scDREAMER,pos_rate,0.990077071
full_annotated_supervised,ItClust,pos_rate,0.902071291
mixing_at_edge_30,scDREAMER,pos_rate,0.685115607
mixing_at_edge_30,ItClust,pos_rate,0.894990366
mixing_at_edge_50,scDREAMER,pos_rate,0.659200385
mixing_at_edge_50,ItClust,pos_rate,0.875144509
mixing_at_edge_70,scDREAMER,pos_rate,0.686464355
mixing_at_edge_70,ItClust,pos_rate,0.920568401
randomly_missing_30,scDREAMER,pos_rate,0.970375723
randomly_missing_30,ItClust,pos_rate,0.861897881
randomly_missing_50,scDREAMER,pos_rate,0.95982659
randomly_missing_50,ItClust,pos_rate,0.786319846
randomly_missing_70,scDREAMER,pos_rate,0.945809249
randomly_missing_70,ItClust,pos_rate,0.730298651
full_annotated_supervised,scDREAMER,truepos_rate,0.193737958
full_annotated_supervised,ItClust,truepos_rate,0.207947977
mixing_at_edge_30,scDREAMER,truepos_rate,0.479576108
mixing_at_edge_30,ItClust,truepos_rate,0.272013487
mixing_at_edge_50,scDREAMER,truepos_rate,0.424903661
mixing_at_edge_50,ItClust,truepos_rate,0.282899807
mixing_at_edge_70,scDREAMER,truepos_rate,0.466473988
mixing_at_edge_70,ItClust,truepos_rate,0.293208092
randomly_missing_30,scDREAMER,truepos_rate,0.312524085
randomly_missing_30,ItClust,truepos_rate,0.236223507
randomly_missing_50,scDREAMER,truepos_rate,0.337813102
randomly_missing_50,ItClust,truepos_rate,0.238391137
randomly_missing_70,scDREAMER,truepos_rate,0.326926782
randomly_missing_70,ItClust,truepos_rate,0.214258189
full_annotated_supervised,scDREAMER,lisi_c,0.997765928
full_annotated_supervised,ItClust,lisi_c,0.98957057
mixing_at_edge_30,scDREAMER,lisi_c,0.936987878
mixing_at_edge_30,ItClust,lisi_c,0.987950232
mixing_at_edge_50,scDREAMER,lisi_c,0.931811355
mixing_at_edge_50,ItClust,lisi_c,0.984873468
mixing_at_edge_70,scDREAMER,lisi_c,0.93628711
mixing_at_edge_70,ItClust,lisi_c,0.99059344
randomly_missing_30,scDREAMER,lisi_c,0.995001696
randomly_missing_30,ItClust,lisi_c,0.978890497
randomly_missing_50,scDREAMER,lisi_c,0.99333754
randomly_missing_50,ItClust,lisi_c,0.965836402
randomly_missing_70,scDREAMER,lisi_c,0.99170389
randomly_missing_70,ItClust,lisi_c,0.972485152
full_annotated_supervised,scDREAMER,lisi_b,0.119798718
full_annotated_supervised,ItClust,lisi_b,0.126956451
mixing_at_edge_30,scDREAMER,lisi_b,0.348674847
mixing_at_edge_30,ItClust,lisi_b,0.176885657
mixing_at_edge_50,scDREAMER,lisi_b,0.336484721
mixing_at_edge_50,ItClust,lisi_b,0.184988332
mixing_at_edge_70,scDREAMER,lisi_b,0.345918745
mixing_at_edge_70,ItClust,lisi_b,0.191806146
randomly_missing_30,scDREAMER,lisi_b,0.181454766
randomly_missing_30,ItClust,lisi_b,0.147463758
randomly_missing_50,scDREAMER,lisi_b,0.199870278
randomly_missing_50,ItClust,lisi_b,0.13779348
randomly_missing_70,scDREAMER,lisi_b,0.187776255
randomly_missing_70,ItClust,lisi_b,0.112947758
full_annotated_supervised,scDREAMER,lisi_f1,0.213913494
full_annotated_supervised,ItClust,lisi_f1,0.225041339
mixing_at_edge_30,scDREAMER,lisi_f1,0.508226767
mixing_at_edge_30,ItClust,lisi_f1,0.300049522
mixing_at_edge_50,scDREAMER,lisi_f1,0.494427586
mixing_at_edge_50,ItClust,lisi_f1,0.311472859
mixing_at_edge_70,scDREAMER,lisi_f1,0.50519074
mixing_at_edge_70,ItClust,lisi_f1,0.321383587
randomly_missing_30,scDREAMER,lisi_f1,0.306934945
randomly_missing_30,ItClust,lisi_f1,0.256315224
randomly_missing_50,scDREAMER,lisi_f1,0.332781343
randomly_missing_50,ItClust,lisi_f1,0.241178607
randomly_missing_70,scDREAMER,lisi_f1,0.31576359
randomly_missing_70,ItClust,lisi_f1,0.202389326
mixing_at_edge_50,scDREAMER,NMI_cluster/label,0.594351383
mixing_at_edge_50,scDREAMER,ARI_cluster/label,0.540677064
mixing_at_edge_50,scDREAMER,ASW_label,0.526384146
mixing_at_edge_50,scDREAMER,ASW_label/batch,0.818822653
mixing_at_edge_50,scDREAMER,isolated_label_F1,0.646313058
mixing_at_edge_50,scDREAMER,isolated_label_silhouette,0.523424403
mixing_at_edge_50,scDREAMER,graph_conn,0.904401079
mixing_at_edge_50,ItClust,NMI_cluster/label,0.808737141
mixing_at_edge_50,ItClust,ARI_cluster/label,0.676038719
mixing_at_edge_50,ItClust,ASW_label,0.746037166
mixing_at_edge_50,ItClust,ASW_label/batch,0.382426423
mixing_at_edge_50,ItClust,isolated_label_F1,0.84798732
mixing_at_edge_50,ItClust,isolated_label_silhouette,0.773148296
mixing_at_edge_50,ItClust,graph_conn,0.851995667
mixing_at_edge_70,scDREAMER,NMI_cluster/label,0.616195749
mixing_at_edge_70,scDREAMER,ARI_cluster/label,0.568140518
mixing_at_edge_70,scDREAMER,ASW_label,0.536306423
mixing_at_edge_70,scDREAMER,ASW_label/batch,0.833233577
mixing_at_edge_70,scDREAMER,isolated_label_F1,0.693815083
mixing_at_edge_70,scDREAMER,isolated_label_silhouette,0.534684174
mixing_at_edge_70,scDREAMER,graph_conn,0.917489212
mixing_at_edge_70,ItClust,NMI_cluster/label,0.865253237
mixing_at_edge_70,ItClust,ARI_cluster/label,0.831926104
mixing_at_edge_70,ItClust,ASW_label,0.836999712
mixing_at_edge_70,ItClust,ASW_label/batch,0.444469613
mixing_at_edge_70,ItClust,isolated_label_F1,0.880752799
mixing_at_edge_70,ItClust,isolated_label_silhouette,0.80944966
mixing_at_edge_70,ItClust,graph_conn,0.89406384
randomly_missing_30,scDREAMER,NMI_cluster/label,0.804572401
randomly_missing_30,scDREAMER,ARI_cluster/label,0.593656067
randomly_missing_30,scDREAMER,ASW_label,0.648611837
randomly_missing_30,scDREAMER,ASW_label/batch,0.815320059
randomly_missing_30,scDREAMER,isolated_label_F1,0.994139561
randomly_missing_30,scDREAMER,isolated_label_silhouette,0.518448481
randomly_missing_30,scDREAMER,graph_conn,0.994139561
randomly_missing_30,ItClust,NMI_cluster/label,0.685308816
randomly_missing_30,ItClust,ARI_cluster/label,0.498968124
randomly_missing_30,ItClust,ASW_label,0.585226197
randomly_missing_30,ItClust,ASW_label/batch,0.490678046
randomly_missing_30,ItClust,isolated_label_F1,0.706943805
randomly_missing_30,ItClust,isolated_label_silhouette,0.562892363
randomly_missing_30,ItClust,graph_conn,0.60891483
randomly_missing_50,scDREAMER,NMI_cluster/label,0.781102959
randomly_missing_50,scDREAMER,ARI_cluster/label,0.540337226
randomly_missing_50,scDREAMER,ASW_label,0.642438247
randomly_missing_50,scDREAMER,ASW_label/batch,0.829301654
randomly_missing_50,scDREAMER,isolated_label_F1,0.989940666
randomly_missing_50,scDREAMER,isolated_label_silhouette,0.508863218
randomly_missing_50,scDREAMER,graph_conn,0.989940666
randomly_missing_50,ItClust,NMI_cluster/label,0.620579131
randomly_missing_50,ItClust,ARI_cluster/label,0.378201313
randomly_missing_50,ItClust,ASW_label,0.493478533
randomly_missing_50,ItClust,ASW_label/batch,0.506075626
randomly_missing_50,ItClust,isolated_label_F1,0.563297375
randomly_missing_50,ItClust,isolated_label_silhouette,0.472228665
randomly_missing_50,ItClust,graph_conn,0.474326863
randomly_missing_70,scDREAMER,NMI_cluster/label,0.762997583
randomly_missing_70,scDREAMER,ARI_cluster/label,0.489962142
randomly_missing_70,scDREAMER,ASW_label,0.635196164
randomly_missing_70,scDREAMER,ASW_label/batch,0.831634509
randomly_missing_70,scDREAMER,isolated_label_F1,0.988902701
randomly_missing_70,scDREAMER,isolated_label_silhouette,0.502850811
randomly_missing_70,scDREAMER,graph_conn,0.988902701
randomly_missing_70,ItClust,NMI_cluster/label,0.607163796
randomly_missing_70,ItClust,ARI_cluster/label,0.355495038
randomly_missing_70,ItClust,ASW_label,0.406018034
randomly_missing_70,ItClust,ASW_label/batch,0.412742727
randomly_missing_70,ItClust,isolated_label_F1,0.546747267
randomly_missing_70,ItClust,isolated_label_silhouette,0.39080969
randomly_missing_70,ItClust,graph_conn,0.599743695
full_annotated_supervised,scDREAMER,NMI_cluster/label,0.913269499
full_annotated_supervised,scDREAMER,ARI_cluster/label,0.816124399
full_annotated_supervised,scDREAMER,ASW_label,0.669729207
full_annotated_supervised,scDREAMER,ASW_label/batch,0.772542189
full_annotated_supervised,scDREAMER,isolated_label_F1,0.999132993
full_annotated_supervised,scDREAMER,isolated_label_silhouette,0.542649
full_annotated_supervised,scDREAMER,graph_conn,0.999132993
full_annotated_supervised,ItClust,NMI_cluster/label,0.842206
full_annotated_supervised,ItClust,ARI_cluster/label,0.710868
full_annotated_supervised,ItClust,ASW_label,0.783163
full_annotated_supervised,ItClust,ASW_label/batch,0.267406
full_annotated_supervised,ItClust,isolated_label_F1,0.862432
full_annotated_supervised,ItClust,isolated_label_silhouette,0.810814
full_annotated_supervised,ItClust,graph_conn,0.86472
mixing_at_edge_30,scDREAMER,NMI_cluster/label,0.616827
mixing_at_edge_30,scDREAMER,ARI_cluster/label,0.552436
mixing_at_edge_30,scDREAMER,ASW_label,0.533348
mixing_at_edge_30,scDREAMER,ASW_label/batch,0.829128
mixing_at_edge_30,scDREAMER,isolated_label_F1,0.661281
mixing_at_edge_30,scDREAMER,isolated_label_silhouette,0.531809
mixing_at_edge_30,scDREAMER,graph_conn,0.917607
mixing_at_edge_30,ItClust,NMI_cluster/label,0.816665
mixing_at_edge_30,ItClust,ARI_cluster/label,0.705615
mixing_at_edge_30,ItClust,ASW_label,0.793004
mixing_at_edge_30,ItClust,ASW_label/batch,0.463204
mixing_at_edge_30,ItClust,isolated_label_F1,0.828089
mixing_at_edge_30,ItClust,isolated_label_silhouette,0.779789
mixing_at_edge_30,ItClust,graph_conn,0.892075
Azimuth,scDREAMER,NMI_cluster/label,0.782423505
Azimuth,scDREAMER,ARI_cluster/label,0.573881498
Azimuth,scDREAMER,ASW_label,0.617022486
Azimuth,scDREAMER,ASW_label/batch,0.737517964
Azimuth,scDREAMER,isolated_label_F1,0.975719474
Azimuth,scDREAMER,isolated_label_silhouette,0.507646683
Azimuth,scDREAMER,graph_conn,0.975719474
Azimuth,ItClust,NMI_cluster/label,0.741467677
Azimuth,ItClust,ARI_cluster/label,0.551101185
Azimuth,ItClust,ASW_label,0.556016484
Azimuth,ItClust,ASW_label/batch,0.306818293
Azimuth,ItClust,isolated_label_F1,0.663560402
Azimuth,ItClust,isolated_label_silhouette,0.583338717
Azimuth,ItClust,graph_conn,0.726105942
singleR,scDREAMER,NMI_cluster/label,0.749991345
singleR,scDREAMER,ARI_cluster/label,0.545559487
singleR,scDREAMER,ASW_label,0.579163942
singleR,scDREAMER,ASW_label/batch,0.777555592
singleR,scDREAMER,isolated_label_F1,0.436983946
singleR,scDREAMER,isolated_label_silhouette,0.476848262
singleR,scDREAMER,graph_conn,0.984701214
singleR,ItClust,NMI_cluster/label,0.533650819
singleR,ItClust,ARI_cluster/label,0.363981123
singleR,ItClust,ASW_label,0.471856051
singleR,ItClust,ASW_label/batch,0.458863473
singleR,ItClust,isolated_label_F1,0.431279798
singleR,ItClust,isolated_label_silhouette,0.4594016
singleR,ItClust,graph_conn,0.635870707
CellAssign,scDREAMER,NMI_cluster/label,0.743387576
CellAssign,scDREAMER,ARI_cluster/label,0.504449234
CellAssign,scDREAMER,ASW_label,0.600749391
CellAssign,scDREAMER,ASW_label/batch,0.769558056
CellAssign,scDREAMER,isolated_label_F1,0.986024014
CellAssign,scDREAMER,isolated_label_silhouette,0.475708393
CellAssign,scDREAMER,graph_conn,0.98602401
CellAssign,ItClust,NMI_cluster/label,0.301094508
CellAssign,ItClust,ARI_cluster/label,0.166400199
CellAssign,ItClust,ASW_label,0.324886345
CellAssign,ItClust,ASW_label/batch,0.422422794
CellAssign,ItClust,isolated_label_F1,0.259374823
CellAssign,ItClust,isolated_label_silhouette,0.300973284
CellAssign,ItClust,graph_conn,0.442816296
Azimuth,scDREAMER,kBET,0.133072804
Azimuth,ItClust,kBET,0.121056231
singleR,scDREAMER,kBET,0.198322417
singleR,ItClust,kBET,0.070402278
CellAssign,scDREAMER,kBET,0.177047972
CellAssign,ItClust,kBET,0.04973111
Azimuth,scDREAMER,pos_rate,0.923265896
Azimuth,ItClust,pos_rate,0.77933526
singleR,scDREAMER,pos_rate,0.907851638
singleR,ItClust,pos_rate,0.528323699
CellAssign,scDREAMER,pos_rate,0.913535645
CellAssign,ItClust,pos_rate,0.329913295
Azimuth,scDREAMER,truepos_rate,0.15544316
Azimuth,ItClust,truepos_rate,0.190847784
singleR,scDREAMER,truepos_rate,0.213246628
singleR,ItClust,truepos_rate,0.150722543
CellAssign,scDREAMER,truepos_rate,0.252119461
CellAssign,ItClust,truepos_rate,0.093882466
full_annotated_supervised,scANVI,kBET,0.153522188
full_annotated_supervised,scGEN,kBET,0.313788547
full_annotated_supervised,STACAS,kBET,0.144511636
CellAssign,scANVI,kBET,0.140382278
CellAssign,STACAS,kBET,0.137172486
Azimuth,scANVI,kBET,0.149303529
singleR,scANVI,kBET,0.163158236
singleR,STACAS,kBET,0.138670883
mixing_at_edge_30,scANVI,kBET,0.158304867
mixing_at_edge_30,scGEN,kBET,0.322211055
mixing_at_edge_30,STACAS,kBET,0.144749958
mixing_at_edge_50,scANVI,kBET,0.158119538
mixing_at_edge_50,scGEN,kBET,0.321360915
mixing_at_edge_50,STACAS,kBET,0.145011191
mixing_at_edge_70,scANVI,kBET,0.1540402
mixing_at_edge_70,scGEN,kBET,0.320190459
mixing_at_edge_70,STACAS,kBET,0.14617413
randomly_missing_30,scANVI,kBET,0.156522031
randomly_missing_30,scGEN,kBET,0.317586847
randomly_missing_30,STACAS,kBET,0.146898503
randomly_missing_50,scANVI,kBET,0.157193345
randomly_missing_50,scGEN,kBET,0.319622796
randomly_missing_50,STACAS,kBET,0.138071183
randomly_missing_70,scANVI,kBET,0.159561311
randomly_missing_70,scGEN,kBET,0.283425817
randomly_missing_70,STACAS,kBET,0.146770654
mixing_at_edge_30,scDREAMER,kBET,0.444763
mixing_at_edge_30,ItClust,kBET,0.171813
mixing_at_edge_50,scDREAMER,kBET,0.463998
mixing_at_edge_50,ItClust,kBET,0.197861
mixing_at_edge_70,scDREAMER,kBET,0.442492
mixing_at_edge_70,ItClust,kBET,0.207828
randomly_missing_30,scDREAMER,kBET,0.233748864
randomly_missing_30,ItClust,kBET,0.087678
randomly_missing_50,scDREAMER,kBET,0.23682707
randomly_missing_50,ItClust,kBET,0.143344
randomly_missing_70,scDREAMER,kBET,0.252588075
randomly_missing_70,ItClust,kBET,0.105295
CellAssign,scDREAMER,lisi_c,0.987787881
CellAssign,ItClust,lisi_c,0.855099062
Azimuth,scDREAMER,lisi_c,0.988909106
Azimuth,ItClust,lisi_c,0.97304411
singleR,scDREAMER,lisi_c,0.985868033
singleR,ItClust,lisi_c,0.938327776
CellAssign,scDREAMER,lisi_b,0.155126932
CellAssign,ItClust,lisi_b,0.142083091
Azimuth,scDREAMER,lisi_b,0.089236261
Azimuth,ItClust,lisi_b,0.112088994
singleR,scDREAMER,lisi_b,0.134325973
singleR,ItClust,lisi_b,0.199653193
CellAssign,scDREAMER,lisi_f1,0.268143351
CellAssign,ItClust,lisi_f1,0.24367688
Azimuth,scDREAMER,lisi_f1,0.163700654
Azimuth,ItClust,lisi_f1,0.201021488
singleR,scDREAMER,lisi_f1,0.236437049
singleR,ItClust,lisi_f1,0.329250034
unsupervised,scVI,pos_rate,0.917245
unsupervised,Harmony,pos_rate,0.916859
unsupervised,scCRAFT,pos_rate,0.905636
unsupervised,Seurat,pos_rate,0.938198
unsupervised,scVI,truepos_rate,0.256166
unsupervised,Harmony,truepos_rate,0.229913
unsupervised,scCRAFT,truepos_rate,0.286609
unsupervised,Seurat,truepos_rate,0.09157
unsupervised,scVI,kBET,0.164297
unsupervised,Harmony,kBET,0.241204
unsupervised,scCRAFT,kBET,0.240253
unsupervised,Seurat,kBET,0.068524
unsupervised,scVI,lisi_c,0.988075
unsupervised,Harmony,lisi_c,0.989873
unsupervised,scCRAFT,lisi_c,0.988255
unsupervised,Seurat,lisi_c,0.990908
unsupervised,scVI,lisi_b,0.145504
unsupervised,Harmony,lisi_b,0.163414
unsupervised,scCRAFT,lisi_b,0.305647
unsupervised,Seurat,lisi_b,0.010674
unsupervised,scVI,lisi_f1,0.253655
unsupervised,Harmony,lisi_f1,0.280518
unsupervised,scCRAFT,lisi_f1,0.466893
unsupervised,Seurat,lisi_f1,0.02112
missing_and_mixing_at_edge_70,scANVI,NMI_cluster/label,0.823220838
missing_and_mixing_at_edge_70,scANVI,ARI_cluster/label,0.698244466
missing_and_mixing_at_edge_70,scANVI,ASW_label,0.622748034
missing_and_mixing_at_edge_70,scANVI,ASW_label/batch,0.839906738
missing_and_mixing_at_edge_70,scANVI,graph_conn,0.985112338
missing_and_mixing_at_edge_70,scGEN,NMI_cluster/label,0.827957518
missing_and_mixing_at_edge_70,scGEN,ARI_cluster/label,0.699598793
missing_and_mixing_at_edge_70,scGEN,ASW_label,0.601214038
missing_and_mixing_at_edge_70,scGEN,ASW_label/batch,0.8804246
missing_and_mixing_at_edge_70,scGEN,graph_conn,0.975126452
missing_and_mixing_at_edge_70,STACAS,NMI_cluster/label,0.80857352
missing_and_mixing_at_edge_70,STACAS,ARI_cluster/label,0.644794001
missing_and_mixing_at_edge_70,STACAS,ASW_label,0.640190095
missing_and_mixing_at_edge_70,STACAS,ASW_label/batch,0.782921695
missing_and_mixing_at_edge_70,STACAS,graph_conn,0.983810172
missing_and_mixing_at_edge_70,scDREAMER,NMI_cluster/label,0.814649195
missing_and_mixing_at_edge_70,scDREAMER,ARI_cluster/label,0.697363972
missing_and_mixing_at_edge_70,scDREAMER,ASW_label,0.646477153
missing_and_mixing_at_edge_70,scDREAMER,ASW_label/batch,0.804117855
missing_and_mixing_at_edge_70,scDREAMER,graph_conn,0.980820506
missing_and_mixing_at_edge_70,ItClust,NMI_cluster/label,0.777594466
missing_and_mixing_at_edge_70,ItClust,ARI_cluster/label,0.699919082
missing_and_mixing_at_edge_70,ItClust,ASW_label,0.752983897
missing_and_mixing_at_edge_70,ItClust,ASW_label/batch,0.40458155
missing_and_mixing_at_edge_70,ItClust,graph_conn,0.851852657
missing_and_mixing_at_edge_50,scANVI,NMI_cluster/label,0.840415195
missing_and_mixing_at_edge_50,scANVI,ARI_cluster/label,0.732932937
missing_and_mixing_at_edge_50,scANVI,ASW_label,0.630285468
missing_and_mixing_at_edge_50,scANVI,ASW_label/batch,0.847367894
missing_and_mixing_at_edge_50,scANVI,graph_conn,0.987147886
missing_and_mixing_at_edge_50,scGEN,NMI_cluster/label,0.841802114
missing_and_mixing_at_edge_50,scGEN,ARI_cluster/label,0.742847956
missing_and_mixing_at_edge_50,scGEN,ASW_label,0.610616478
missing_and_mixing_at_edge_50,scGEN,ASW_label/batch,0.87658004
missing_and_mixing_at_edge_50,scGEN,graph_conn,0.978752618
missing_and_mixing_at_edge_50,STACAS,NMI_cluster/label,0.771446357
missing_and_mixing_at_edge_50,STACAS,ARI_cluster/label,0.558933802
missing_and_mixing_at_edge_50,STACAS,ASW_label,0.620247173
missing_and_mixing_at_edge_50,STACAS,ASW_label/batch,0.779089726
missing_and_mixing_at_edge_50,STACAS,graph_conn,0.983866888
missing_and_mixing_at_edge_50,scDREAMER,NMI_cluster/label,0.814649195
missing_and_mixing_at_edge_50,scDREAMER,ARI_cluster/label,0.697363972
missing_and_mixing_at_edge_50,scDREAMER,ASW_label,0.646477153
missing_and_mixing_at_edge_50,scDREAMER,ASW_label/batch,0.804117855
missing_and_mixing_at_edge_50,scDREAMER,graph_conn,0.980820506
missing_and_mixing_at_edge_50,ItClust,NMI_cluster/label,0.800021902
missing_and_mixing_at_edge_50,ItClust,ARI_cluster/label,0.716992162
missing_and_mixing_at_edge_50,ItClust,ASW_label,0.809818296
missing_and_mixing_at_edge_50,ItClust,ASW_label/batch,0.382092303
missing_and_mixing_at_edge_50,ItClust,graph_conn,0.865903121
missing_and_mixing_at_edge_30,scANVI,NMI_cluster/label,0.836432072
missing_and_mixing_at_edge_30,scANVI,ARI_cluster/label,0.719668881
missing_and_mixing_at_edge_30,scANVI,ASW_label,0.633458458
missing_and_mixing_at_edge_30,scANVI,ASW_label/batch,0.845751367
missing_and_mixing_at_edge_30,scANVI,graph_conn,0.986052653
missing_and_mixing_at_edge_30,scGEN,NMI_cluster/label,0.840100321
missing_and_mixing_at_edge_30,scGEN,ARI_cluster/label,0.743797571
missing_and_mixing_at_edge_30,scGEN,ASW_label,0.606848038
missing_and_mixing_at_edge_30,scGEN,ASW_label/batch,0.881812146
missing_and_mixing_at_edge_30,scGEN,graph_conn,0.980759694
missing_and_mixing_at_edge_30,STACAS,NMI_cluster/label,0.768777655
missing_and_mixing_at_edge_30,STACAS,ARI_cluster/label,0.55189899
missing_and_mixing_at_edge_30,STACAS,ASW_label,0.620532795
missing_and_mixing_at_edge_30,STACAS,ASW_label/batch,0.776742058
missing_and_mixing_at_edge_30,STACAS,graph_conn,0.983632994
